BLOCK.POS,Sample.ID,Family.Unique,Family.NonUnique,Replicate,HabitatType,Region,Population,Collector,Collection.Date,Block.ID,Position,Letter.Pos,No.Position,Bench,Planting.Date,Survival.Y.N,Germination.Y.N,Germination.Date,No.Days.to.Germ,True.Leaf,No.Days.to.TrueLeaf,Germ.to.TrueLeaf,Flower.Y.N.2016,Fruit.Y.N.2016,DTFF.2016,no.Planting.to.DTFF,No.Days.Germ.to.Flr,No.Days.TL.to.Flr,No.Flowers.2016,No.Fruit.2016,Seedmass.2016,sm,Flower.Y.N.2017,Fruit.Y.N.2017,Flowering.4.2.17.Y.N,DTFF.2017,DTFF.Ordinal.Day.2017,norm.flower.date.2017,Date.to.Bolt.2017,DtB.O.Day.2017,norm.bolt.date.2017,Date.to.Fruit.2017,Fruit.O.Day.2017,norm.fruit.date.2017,Seedmass.2017,sm2017,sm.2,Survival.Y.N.2017,No.Fruit.2017,Total.N.R.2017,Total.Flowers.2017,Flowering.Y.N.2018,Fruit.Y.N.2018,DTFF.2018,DTFF.18.Oday,DtB.2018,DtB.Oday.2018,Date.to.Fruit.2018,Date.to.Fruit.Oday.2018,Non.reproductive.flowers,seedmass.2018.g.,No.Fruit.2018,Total.Flowers.2018,Survival.Y.N.2018,Latitude,Longitude,Elevation.m,n.fruit.envelopes,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,MAR,RH
3-J4,NAP-ASS.9.3,NAP-ASS_9,9,3,Alvar,GL_alvar,NAP-ASS,Jill_Hamilton,7/6/2015,3,J4,J,4,1,11/7/2015,1,1,11/19/2015,12,11/26/2015,19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,5/15/2017,135,45,0.637,637,637,1,7,6,13,1,0,4/26/2018,116,5/7/2018,127,NA,NA,1,0.5816,7,8,1,44.26533,-76.71188,126,40,6.9,20.7,-7.8,28.5,872,366,19.4,56.5,743,2132,4236,237,182,132,279,147,202,-33.6,36.6,685,199,12.6,66
3-J5,WNY-CB.39.3,WNY-CB_39,39,3,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,3,J5,J,5,1,11/7/2015,1,1,11/16/2015,9,11/22/2015,15,6,1,1,7/20/2016,256,247,241,19,1,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/16/2017,136,46,0.33,330,330,1,8,10,18,1,1,4/16/2018,106,5/7/2018,127,5/19/2018,139,2,1.7566,13,15,1,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
3-J6,MAN-KIP.37.3,MAN-KIP_37,37,3,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,3,J6,J,6,1,11/7/2015,1,1,11/19/2015,12,11/26/2015,19,7,1,0,8/4/2016,271,259,252,1,0,0,0,1,1,0,4/5/2017,95,5,4/16/2017,106,16,5/18/2017,138,48,0.422,422,422,1,3,1,4,1,1,4/26/2018,116,5/7/2018,127,5/21/2018,141,1,0.2233,1,2,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
3-J7,NAP-SCH.3.3,NAP-SCH_3,3,3,Alvar,GL_alvar,NAP-SCH,Jill_Hamilton,7/6/2015,3,J7,J,7,1,11/7/2015,1,1,11/17/2015,10,11/25/2015,18,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4/2/2017,91,1,4/30/2017,120,30,NA,NA,NA,0.161,161,161,1,3,4,7,1,1,4/26/2018,116,5/10/2018,130,5/19/2018,139,0,0.2688,2,2,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66
3-J8,MAN-MIS.30.3,MAN-MIS_30,30,3,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,3,J8,J,8,1,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,4/16/2017,106,16,5/7/2017,127,37,NA,NA,NA,0,0,0,1,NA,3,3,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
3-K10,CAR-NBA.7.3,CAR-NBA_7,7,3,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,3,K10,K,10,1,11/7/2015,1,1,11/16/2015,9,11/22/2015,15,6,1,1,5/27/2016,202,193,187,6,1,0.012,12,1,1,1,4/2/2017,91,1,4/16/2017,106,16,6/2/2017,153,63,1.649,1649,1661,1,9,5,14,1,1,4/19/2018,109,5/10/2018,130,5/21/2018,141,0,0.6667,5,5,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
3-K11,NAP-SCH.7.3,NAP-SCH_7,7,3,Alvar,GL_alvar,NAP-SCH,Jill_Hamilton,7/6/2015,3,K11,K,11,1,11/7/2015,1,1,11/17/2015,10,11/24/2015,17,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,6/1/2017,152,62,0.075,75,75,1,2,3,5,1,1,4/26/2018,116,4/30/2018,120,5/19/2018,139,1,0.219,3,4,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66
3-K12,MAN-FOX.8.3,MAN-FOX_8,8,3,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,3,K12,K,12,1,11/7/2015,0,1,11/22/2015,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
3-K13,ND-BSP.33.3,ND-BSP_33,33,3,Prairie,Prairie,ND-BSP,Tyler_Steve,6/12/2015,3,K13,K,13,1,11/7/2015,1,1,11/24/2015,17,11/30/2015,23,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/9/2017,99,9,4/23/2017,113,23,5/22/2017,142,52,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,46.85845,-96.47169,274,37,4.9,21.7,-14.4,36.1,546,369,27.3,58.8,1379,2123,5032,289,161,135,268,133,76,-40.9,40.8,725,266,12.6,57
3-K14,MAN-KIP.16.3,MAN-KIP_16,16,3,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,3,K14,K,14,1,11/7/2015,1,1,11/21/2015,14,11/28/2015,21,7,1,0,7/20/2016,256,242,235,7,0,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/27/2017,147,57,0.781,781,781,1,11,4,15,1,0,4/19/2018,109,5/7/2018,127,NA,NA,2,NA,NA,2,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
3-K15,AB-LL.29.3,AB-LL_29,29,3,Prairie,Prairie,AB-LL,Mary_Vetter,7/1/2015,3,K15,K,15,1,11/7/2015,1,1,11/17/2015,10,11/24/2015,17,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,6/3/2017,154,64,0.394,394,394,1,6,13,19,1,1,4/30/2018,120,5/10/2018,130,5/31/2018,151,1,0.1231,2,3,1,49.543611,-114.247222,929,40,4.2,15.6,-8.3,23.9,498,271,28.5,57.7,855,1334,5043,36,159,149,251,102,141,-40,34.9,626,283,13.4,55
3-K16,AB-LL.12.3,AB-LL_12,12,3,Prairie,Prairie,AB-LL,Mary_Vetter,7/1/2015,3,K16,K,16,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.543611,-114.247222,929,40,4.2,15.6,-8.3,23.9,498,271,28.5,57.7,855,1334,5043,36,159,149,251,102,141,-40,34.9,626,283,13.4,55
3-K2,MAN-FOX.2.3,MAN-FOX_2,2,3,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,3,K2,K,2,1,11/7/2015,1,1,11/17/2015,10,11/25/2015,18,8,1,0,7/23/2016,260,250,242,3,0,0,0,1,1,1,4/2/2017,91,1,4/19/2017,109,19,5/19/2017,139,49,0.587,587,587,1,7,1,8,1,1,4/23/2018,113,5/10/2018,130,5/22/2018,142,0,0.4024,5,5,1,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
3-K3,MB-CRN.32.3,MB-CRN_32,32,3,Prairie,MB_alvar,MB-CRN,Rebekah_Neufeld,7/2/2015,3,K3,K,3,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
3-K4,WA-BLK.15,WA-BLK_NA,NA,15,Prairie,Prairie,WA-BLK,USDA,NA,3,K4,K,4,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.685513,-116.971868,786,NA,7.9,18.6,-2.8,21.3,696,203,25.8,91.3,326,1863,3781,126,219,132,276,144,115,-28.5,38.5,815,430,13.9,61
3-K5,NAP-CE.6.3,NAP-CE_6,6,3,Alvar,GL_alvar,NAP-CE,Jill_Hamilton,7/6/2015,3,K5,K,5,1,11/7/2015,1,1,11/16/2015,9,11/25/2015,18,9,1,0,7/6/2016,242,233,224,29,0,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,6/1/2017,152,62,0.912,912,912,1,NA,10,10,1,1,4/16/2018,106,5/7/2018,127,5/19/2018,139,2,1.8921,10,12,1,44.33003,-76.78968,166,40,6.7,20.5,-8.2,28.6,870,366,19.2,55.9,773,2090,4307,223,180,133,278,145,211,-34,36.5,681,197,12.6,66
3-K6,MB-CRN.34.3,MB-CRN_34,34,3,Prairie,MB_alvar,MB-CRN,Rebekah_Neufeld,7/2/2015,3,K6,K,6,1,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,1,0,7/18/2016,254,245,238,4,0,0,0,1,1,1,4/2/2017,91,1,NA,NA,NA,5/25/2017,145,55,0.389,389,389,1,2,10,12,1,1,4/26/2018,116,5/14/2018,134,5/23/2018,143,1,0.1029,2,3,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
3-K7,AB-RL.7.3,AB-RL_7,7,3,Prairie,Prairie,AB-RL,Chad_Stratilo,6/21/2015,3,K7,K,7,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.665278,-110.1075,721,20,4.6,18.7,-10.1,28.8,348,216,41.8,86.2,1060,1689,4987,118,159,144,250,105,83,-42.2,38.5,707,445,12.8,51
3-K8,ND-BSP.6.3,ND-BSP_6,6,3,Prairie,Prairie,ND-BSP,Tyler_Steve,6/12/2015,3,K8,K,8,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85845,-96.47169,274,37,4.9,21.7,-14.4,36.1,546,369,27.3,58.8,1379,2123,5032,289,161,135,268,133,76,-40.9,40.8,725,266,12.6,57
3-L10,SD-MUD.6.3,SD-MUD_6,6,3,Prairie,Prairie,SD-MUD,Tyler_Stadel,6/26/2015,3,L10,L,10,1,11/7/2015,1,1,11/24/2015,17,12/1/2015,24,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,6/2/2017,153,63,0.632,632,632,1,1,6,7,1,1,4/26/2018,116,4/30/2018,120,5/22/2018,142,1,0.0411,1,2,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58
3-L11,MB-MR.19.3,MB-MR_19,19,3,Prairie,MB_alvar,MB-MR,Rebekah_Neufeld,7/2/2015,3,L11,L,11,1,11/7/2015,1,1,11/23/2015,16,12/1/2015,24,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/9/2017,99,9,4/23/2017,113,23,5/28/2017,148,58,0.076,76,76,1,2,3,5,1,0,4/19/2018,109,5/10/2018,130,NA,NA,2,NA,NA,2,1,51.184289,-97.626839,231,40,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2183,1388,6506,65,129,155,251,97,156,-46.5,37.4,609,228,12.5,53
3-L12,MB-CRN.10.3,MB-CRN_10,10,3,Prairie,MB_alvar,MB-CRN,Rebekah_Neufeld,7/2/2015,3,L12,L,12,1,11/7/2015,1,1,11/18/2015,11,11/28/2015,21,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4/2/2017,91,1,4/16/2017,106,16,NA,NA,NA,0,0,0,1,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
3-L13,MAN-LCI.15.3,MAN-LCI_15,15,3,Alvar,GL_alvar,MAN-LCI,Jill_Hamilton,7/9/2015,3,L13,L,13,1,11/7/2015,1,1,11/19/2015,12,11/25/2015,18,6,1,1,7/28/2016,264,252,246,3,1,0.027,27,1,1,1,4/2/2017,91,1,4/9/2017,99,9,5/29/2017,149,59,0.355,355,382,1,3,4,7,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,45.99426,-81.89436,182,24,4.6,18.2,-10.3,28.4,835,369,17.5,49.1,1026,1674,4941,98,166,143,273,130,254,-36.4,34.5,618,168,12.8,64
3-L14,CAR-NBA.4.3,CAR-NBA_4,4,3,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,3,L14,L,14,1,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,1,0,6/5/2016,211,202,195,23,0,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/25/2017,145,55,1.286,1286,1286,1,10,5,15,1,0,5/3/2018,123,NA,NA,NA,NA,1,NA,NA,1,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
3-L15,MAN-LCI.2.3,MAN-LCI_2,2,3,Alvar,GL_alvar,MAN-LCI,Jill_Hamilton,7/9/2015,3,L15,L,15,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.99426,-81.89436,182,24,4.6,18.2,-10.3,28.4,835,369,17.5,49.1,1026,1674,4941,98,166,143,273,130,254,-36.4,34.5,618,168,12.8,64
3-L16,ND-BSP.7.3,ND-BSP_7,7,3,Prairie,Prairie,ND-BSP,Tyler_Steve,6/12/2015,3,L16,L,16,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85845,-96.47169,274,37,4.9,21.7,-14.4,36.1,546,369,27.3,58.8,1379,2123,5032,289,161,135,268,133,76,-40.9,40.8,725,266,12.6,57
3-L2,AB-HSC.4.3,AB-HSC_4,4,3,Prairie,Prairie,AB-HSC,Chad_Stratilo,6/21/2015,3,L2,L,2,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
3-L3,MB-MR.21.3,MB-MR_21,21,3,Prairie,MB_alvar,MB-MR,Rebekah_Neufeld,7/2/2015,3,L3,L,3,1,11/7/2015,1,1,11/19/2015,12,11/25/2015,18,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/28/2017,148,58,0.114,114,114,1,3,4,7,1,0,4/19/2018,109,NA,NA,NA,NA,1,NA,NA,1,1,51.184289,-97.626839,231,40,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2183,1388,6506,65,129,155,251,97,156,-46.5,37.4,609,228,12.5,53
3-L4,MI-DRI.39.3,MI-DRI_39,39,3,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,3,L4,L,4,1,11/7/2015,1,1,11/21/2015,14,11/29/2015,22,8,1,0,8/18/2016,285,271,263,1,0,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/15/2017,135,45,2.443,2443,2443,1,19,5,24,1,1,4/16/2018,106,5/17/2018,137,5/28/2018,148,1,0.3037,2,3,1,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
3-L5,SD-MUD.18.3,SD-MUD_18,18,3,Prairie,Prairie,SD-MUD,Tyler_Stadel,6/26/2015,3,L5,L,5,1,11/7/2015,1,1,11/19/2015,12,11/25/2015,18,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/28/2017,148,58,0.681,681,681,1,2,12,14,1,1,4/23/2018,113,5/7/2018,127,5/18/2018,138,2,2.0121,13,15,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58
3-L6,AB-RL.5.3,AB-RL_5,5,3,Prairie,Prairie,AB-RL,Chad_Stratilo,6/21/2015,3,L6,L,6,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.665278,-110.1075,721,20,4.6,18.7,-10.1,28.8,348,216,41.8,86.2,1060,1689,4987,118,159,144,250,105,83,-42.2,38.5,707,445,12.8,51
3-L7,MAN-LCI.13.3,MAN-LCI_13,13,3,Alvar,GL_alvar,MAN-LCI,Jill_Hamilton,7/9/2015,3,L7,L,7,1,11/7/2015,1,1,11/16/2015,9,11/24/2015,17,8,1,0,7/21/2016,257,248,240,6,0,0,0,1,0,1,4/2/2017,91,1,4/12/2017,102,12,NA,NA,NA,0,0,0,1,NA,7,7,1,0,4/23/2018,113,5/24/2018,144,NA,NA,1,NA,NA,1,1,45.99426,-81.89436,182,24,4.6,18.2,-10.3,28.4,835,369,17.5,49.1,1026,1674,4941,98,166,143,273,130,254,-36.4,34.5,618,168,12.8,64
3-L8,SD-MUD.10.3,SD-MUD_10,10,3,Prairie,Prairie,SD-MUD,Tyler_Stadel,6/26/2015,3,L8,L,8,1,11/7/2015,1,1,11/24/2015,17,12/1/2015,24,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/9/2017,99,9,4/30/2017,120,30,6/1/2017,152,62,0.097,97,97,1,0,7,7,1,1,4/26/2018,116,5/14/2018,134,5/21/2018,141,0,0.2935,2,2,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58
3-M10,NAP-ASS.25.3,NAP-ASS_25,25,3,Alvar,GL_alvar,NAP-ASS,Jill_Hamilton,7/6/2015,3,M10,M,10,1,11/7/2015,1,1,11/21/2015,14,11/29/2015,22,8,1,0,7/5/2016,241,227,219,1,0,0,0,1,1,0,4/9/2017,99,9,4/16/2017,106,16,5/16/2017,136,46,0.492,492,492,1,8,4,12,1,1,4/23/2018,113,5/3/2018,123,5/20/2018,140,0,0.2394,2,2,1,44.26533,-76.71188,126,40,6.9,20.7,-7.8,28.5,872,366,19.4,56.5,743,2132,4236,237,182,132,279,147,202,-33.6,36.6,685,199,12.6,66
3-M11,MI-DRI.24.3,MI-DRI_24,24,3,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,3,M11,M,11,1,11/7/2015,1,1,11/16/2015,9,11/26/2015,19,10,1,0,7/1/2016,237,228,218,5,0,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/17/2017,137,47,3.114,3114,3114,1,17,2,19,1,1,4/19/2018,109,5/14/2018,134,5/21/2018,141,2,0.1928,2,4,1,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
3-M12,MAN-FOX.4.3,MAN-FOX_4,4,3,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,3,M12,M,12,1,11/7/2015,1,1,11/19/2015,12,11/26/2015,19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,4/9/2017,99,9,4/23/2017,113,23,NA,NA,NA,0,0,0,1,NA,2,2,1,0,4/23/2018,113,NA,NA,NA,NA,1,NA,NA,1,1,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
3-M13,WNY-CB.8.3,WNY-CB_8,8,3,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,3,M13,M,13,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
3-M14,CAR-PSR.23.3,CAR-PSR_23,23,3,Alvar,GL_alvar,CAR-PSR,Jill_Hamilton,7/7/2015,3,M14,M,14,1,11/7/2015,1,1,11/19/2015,12,11/26/2015,19,7,1,0,8/27/2016,294,282,275,2,0,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/22/2017,142,52,0.069,69,69,1,1,4,5,1,0,4/26/2018,116,NA,NA,NA,NA,1,NA,NA,1,1,44.64526,-79.09458,250,40,5.8,19.3,-8.8,28.1,899,393,17.6,49,875,1913,4558,156,169,138,273,135,249,-35.2,35.6,692,183,13.5,63
3-M15,MAN-MIS.8.3,MAN-MIS_8,8,3,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,3,M15,M,15,1,11/7/2015,1,1,11/16/2015,9,11/25/2015,18,9,1,0,7/30/2016,266,257,248,2,0,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,6/1/2017,152,62,0.201,201,201,1,5,8,13,1,0,4/30/2018,120,5/10/2018,130,NA,NA,3,NA,NA,3,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
3-M16,AB-RL.4.3,AB-RL_4,4,3,Prairie,Prairie,AB-RL,Chad_Stratilo,6/21/2015,3,M16,M,16,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.665278,-110.1075,721,20,4.6,18.7,-10.1,28.8,348,216,41.8,86.2,1060,1689,4987,118,159,144,250,105,83,-42.2,38.5,707,445,12.8,51
3-M2,AB-RO.13.3,AB-RO_13,13,3,Prairie,Prairie,AB-RO,Chad_Stratilo,6/21/2015,3,M2,M,2,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.671944,-110.147222,721,20,4.7,18.6,-9.7,28.4,366,227,40,81.9,1037,1698,4949,117,162,142,250,108,84,-41.5,38.4,705,427,12.5,52
3-M3,NAP-CE.2.3,NAP-CE_2,2,3,Alvar,GL_alvar,NAP-CE,Jill_Hamilton,7/6/2015,3,M3,M,3,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.33003,-76.78968,166,40,6.7,20.5,-8.2,28.6,870,366,19.2,55.9,773,2090,4307,223,180,133,278,145,211,-34,36.5,681,197,12.6,66
